name	type	units	low_cutoff	high_cutoff	status	status_description
DC3	MISC	n/a	512	n/a	bad	noise
DC4	MISC	n/a	512	n/a	bad	noise
DC5	MISC	n/a	512	n/a	bad	noise
DC6	MISC	n/a	512	n/a	bad	noise
DC7	MISC	n/a	512	n/a	bad	noise
DC8	MISC	n/a	512	n/a	bad	noise
DC9	MISC	n/a	512	n/a	bad	noise
DC10	MISC	n/a	512	n/a	bad	noise
DC11	MISC	n/a	512	n/a	bad	noise
DC12	MISC	n/a	512	n/a	bad	noise
DC13	MISC	n/a	512	n/a	bad	noise
DC14	MISC	n/a	512	n/a	bad	noise
DC15	MISC	n/a	512	n/a	bad	noise
DC16	MISC	n/a	512	n/a	bad	noise
TRIG	TRIG	n/a	n/a	n/a	bad	noise
OSAT	MISC	n/a	512	n/a	bad	noise
PR	MISC	n/a	512	n/a	bad	noise
STI 014	MISC	n/a	512	n/a	bad	noise
